transaction_id,date,customer_id,product_id,category,region,sales_amount,quantity,discount_percent,tax_amount,shipping_cost,total_amount,status,payment_method,customer_segment,delivery_days,rating,is_repeat_customer,promotion_applied,season,year,month
11635,2022-04-13,862,7366,Toys,Central,2180.52,10,5,174.44,17.53,2263.46,Delivered,Debit Card,Basic,21,4,False,False,Spring,2022,4
11636,2020-04-30,2894,6269,Home,,342.99,7,30,27.44,13.37,280.9,Pending,Cash,Premium,19,3,False,True,Spring,2020,4
11637,2023-07-03,2484,3187,Sports,South,3957.72,14,10,316.62,26.22,3904.79,Returned,Cash,VIP,18,1,True,False,Summer,2023,7
11638,2020-10-10,1525,4108,Furniture,North,2058.04,4,30,164.64,47.04,,Cancelled,,Standard,24,2,True,False,Fall,2020,10
11639,2020-05-01,2602,8718,Sports,North,2802.98,2,25,224.24,46.49,2372.97,Delivered,Debit Card,Premium,2,3,False,False,Spring,2020,5
11640,2020-04-23,3602,5116,Sports,Central,4282.93,20,20,342.63,32.53,3801.5,Delivered,Cash,VIP,28,4,False,False,Spring,2020,4
11641,2021-04-07,3041,3090,Beauty,East,829.14,6,0,66.33,14.29,909.76,Cancelled,PayPal,Standard,14,5,False,True,Spring,2021,4
11642,2022-04-09,4071,7913,Books,South,463.41,2,0,37.07,7.86,508.34,Returned,Bank Transfer,Basic,23,2,True,True,Spring,2022,4
11643,2024-03-22,3105,3101,Toys,South,1559.97,12,30,124.8,23.3,1240.08,Delivered,Cash,Premium,28,,True,False,Spring,2024,3
11644,2023-02-19,2442,5578,Home,South,4437.75,10,5,355.02,22.26,4593.14,Delivered,Debit Card,Standard,1,,,False,Winter,2023,2
11645,2020-12-21,4471,9623,Beauty,East,236.29,10,20,18.9,8.64,216.57,Cancelled,Debit Card,VIP,14,4,True,False,Winter,2020,12
11646,2023-12-03,,7479,Toys,West,894.47,7,15,71.56,29.25,861.11,Returned,Cash,VIP,23,3,False,False,,2023,12
11647,2020-05-20,3147,1201,Toys,East,1322.78,14,5,105.82,32.25,1394.71,Pending,Credit Card,VIP,10,4,False,False,Spring,2020,
11648,2021-10-02,4140,8192,Home,East,1931.99,8,30,,13.36,1520.31,Pending,PayPal,VIP,5,2,False,False,Fall,2021,10
11649,2023-11-22,4863,8953,Beauty,East,4229.11,17,15,,23.35,3956.42,Shipped,Bank Transfer,Premium,6,4,False,False,Fall,2023,11
11650,2021-10-01,7,4380,Books,South,1826.56,20,30,146.12,19.19,1443.9,Pending,Credit Card,VIP,14,5,False,False,Fall,2021,10
11651,,4217,2407,Home,South,38718.94,15,0,390.2,10.48,39119.62,Pending,Cash,Premium,20,4,False,True,Fall,2024,10
11652,2023-09-21,2806,5174,Beauty,North,3946.77,17,10,315.74,32.55,3900.38,Delivered,Bank Transfer,Standard,19,1,True,True,Fall,2023,9
11653,2020-09-21,1761,7118,Garden,Central,3416.01,7,25,273.28,34.34,2869.63,Cancelled,Bank Transfer,Premium,3,,False,False,Fall,2020,9
11654,2023-12-10,2175,7909,Electronics,Central,1336.45,1,20,106.92,25.85,1201.93,Shipped,PayPal,Premium,17,5,False,False,Winter,2023,
11655,2024-03-01,1786,5721,Food,Central,2072.55,9,25,165.8,10.89,1731.1,Shipped,Bank Transfer,Standard,5,2,True,False,Spring,2024,3
11656,2021-11-03,921,9397,Garden,Central,10.59,20,30,0.85,32.76,41.02,Delivered,Cash,VIP,13,5,False,False,Fall,2021,11
11657,2021-11-15,3288,1383,Beauty,West,1883.21,19,0,150.66,5.14,2039.01,Pending,PayPal,Premium,30,3,True,True,Fall,2021,11
11658,2024-09-27,430,4873,Clothing,East,3577.14,15,30,286.17,1.07,2791.24,Cancelled,PayPal,Basic,16,1,False,False,Fall,2024,9
11659,2024-07-23,2590,3475,Food,North,,5,5,31.03,13.33,412.86,Cancelled,PayPal,VIP,30,2,True,False,Summer,2024,7
11660,,492,,Beauty,Central,1233.28,6,20,98.66,19.45,1104.73,Cancelled,Bank Transfer,VIP,13,3,True,True,Summer,,6
11661,2020-07-17,4893,5281,Books,West,3835.98,20,15,306.88,29.1,3596.56,Delivered,Cash,Standard,29,5,,False,Summer,2020,7
11662,2021-11-26,1469,7727,Garden,South,2329.62,12,25,186.37,41.66,1975.25,Pending,Cash,Premium,30,4,True,False,Fall,2021,11
11663,2022-05-29,708,1120,Toys,North,2230.74,20,10,,11.45,2197.58,Shipped,Cash,Basic,6,3,False,False,Spring,2022,5
11664,2023-06-10,2137,8819,Sports,South,4439.08,18,0,355.13,8.71,4802.92,Returned,Debit Card,Basic,17,,False,False,Summer,2023,6
11665,2020-01-07,197,4484,Garden,North,,16,5,148.7,37.42,1951.89,Delivered,Debit Card,Basic,14,2,False,True,Winter,2020,1
11666,2020-05-20,3770,9545,Clothing,Central,1881.29,17,30,150.5,21.76,1489.16,Shipped,Credit Card,Basic,28,4,False,True,Spring,2020,5
11667,2023-03-05,1156,7929,Garden,North,,8,30,353.76,8.64,3457.78,Cancelled,Debit Card,Standard,6,5,False,False,Spring,2023,3
11668,2023-02-28,728,5405,Food,,3133.85,9,20,250.71,28.7,2786.49,Delivered,Cash,VIP,18,4,True,False,Winter,2023,2
11669,2020-07-10,1972,9459,Beauty,Central,3881.38,16,15,310.51,46.48,3656.16,Delivered,Credit Card,Basic,28,5,True,False,Summer,2020,7
11670,2023-05-09,1987,6377,Sports,Central,4825.09,16,0,386.01,1.81,5212.91,Shipped,PayPal,VIP,24,4,True,False,Spring,2023,5
11671,2020-10-29,3814,3622,Toys,West,733.06,18,30,58.64,5.0,576.78,Returned,Cash,Standard,18,2,True,True,Fall,2020,10
11672,2020-07-20,1239,2256,Garden,West,4423.29,2,25,353.86,25.44,3696.77,,Cash,Basic,3,4,True,False,Summer,2020,7
11673,2024-06-05,4127,4342,Garden,Central,1910.6,,15,152.85,45.85,1822.71,Shipped,Cash,Basic,14,1,True,True,Summer,2024,6
11674,2024-05-24,78,5573,Clothing,West,3157.81,19,15,252.62,22.58,2959.34,Pending,Debit Card,Standard,17,2,True,True,Spring,2024,5
11675,2023-11-17,421,,Electronics,South,1899.22,12,30,151.94,47.86,1529.25,Returned,Credit Card,VIP,11,5,False,False,Fall,2023,11
11676,2021-11-14,62,1329,Beauty,North,1781.25,3,0,142.5,48.7,1972.45,Cancelled,Bank Transfer,Standard,11,3,True,True,Fall,2021,11
11677,2024-09-30,1096,2078,Toys,West,1508.73,1,20,120.7,14.19,1341.87,Delivered,Cash,Premium,4,,False,True,Fall,2024,9
11678,2024-08-03,1612,1557,Beauty,South,23670.49,17,30,202.13,23.19,16794.66,Shipped,Cash,Basic,12,4,True,False,Summer,2024,8
11679,2021-09-07,3598,4609,Home,North,3286.92,3,15,262.95,2.46,3059.29,Shipped,Bank Transfer,VIP,5,4,False,True,Fall,2021,9
11680,2021-03-29,4138,8920,Clothing,South,4354.8,4,5,348.38,44.07,4529.51,Returned,Bank Transfer,Basic,6,5,True,False,Spring,2021,3
11681,2024-02-12,3771,3723,Garden,West,3860.64,5,25,308.85,47.43,3251.76,Cancelled,PayPal,Premium,22,2,False,False,Winter,2024,2
11682,2021-10-18,1685,9647,Furniture,North,3097.64,9,20,247.81,17.16,2743.08,Cancelled,Debit Card,Premium,16,3,True,True,Fall,2021,10
11683,2021-11-29,1166,,Home,West,2166.05,12,15,173.28,0.86,2015.28,Delivered,Cash,Basic,9,,True,True,Fall,2021,11
11684,2024-08-09,4152,1127,Home,South,991.56,13,20,79.32,8.58,881.15,Delivered,Debit Card,Basic,28,3,True,False,Summer,2024,8
11685,2022-06-12,2138,7090,Clothing,Central,1685.65,19,30,134.85,25.52,1340.33,Shipped,Cash,Standard,8,4,False,True,Summer,2022,6
11686,2024-02-16,4445,5618,Sports,West,518.94,11,30,41.52,6.63,411.41,Cancelled,Credit Card,VIP,27,4,False,True,Winter,2024,2
11687,2022-10-11,3473,8667,Books,Central,2899.07,5,30,231.93,26.56,2287.84,Delivered,Cash,Standard,21,4,False,False,Fall,2022,10
11688,2024-12-06,4303,3885,Furniture,West,4687.91,2,0,375.03,16.45,5079.39,Returned,Debit Card,VIP,29,3,True,True,Winter,2024,12
6025,2023-11-10,2417,8988,Furniture,Central,1092.18,20,10,87.37,16.2,1086.53,Cancelled,Credit Card,VIP,4,5,False,True,Fall,2023,11
11690,2023-04-06,3592,9913,Food,East,1378.25,13,20,110.26,1.52,1214.38,Returned,Bank Transfer,VIP,10,4,True,False,Spring,2023,4
11691,2020-11-06,2932,4613,Clothing,North,4359.65,11,30,348.77,4.3,3404.83,Cancelled,PayPal,Standard,,5,False,True,Fall,2020,11
11692,2021-09-06,946,5093,Clothing,East,3013.54,6,10,241.08,19.23,2972.5,Delivered,PayPal,Basic,22,1,True,False,Fall,2021,9
11693,2022-08-28,569,2481,Books,South,4281.35,7,15,342.51,32.3,4013.96,Delivered,PayPal,VIP,19,3,False,False,Summer,2022,8
11694,2022-02-01,2924,5627,Clothing,North,3456.85,3,30,276.55,46.31,2742.66,Pending,Bank Transfer,Basic,17,3,True,False,Winter,2022,2
11695,2021-10-17,4510,4594,Furniture,North,2720.26,19,10,217.62,,2672.94,Pending,Debit Card,VIP,5,1,False,True,Fall,2021,10
11696,2020-01-09,4421,6584,Sports,Central,2070.99,13,30,165.68,37.26,1652.63,Shipped,Bank Transfer,Basic,10,3,False,False,Winter,2020,1
11697,2020-09-25,4148,8951,Books,North,4479.39,7,0,358.35,28.93,4866.67,Returned,Bank Transfer,Basic,,1,True,True,Fall,2020,9
11698,2020-11-27,4765,8995,Garden,West,2028.6,12,25,162.29,27.95,1711.69,Cancelled,PayPal,Basic,13,2,False,False,Fall,2020,11
11699,2020-02-15,2397,3715,Sports,Central,886.7,13,0,70.94,23.11,980.75,Returned,Debit Card,VIP,22,5,True,True,Winter,2020,2
11700,2024-09-19,202,5058,Food,West,,5,30,68.12,42.31,706.52,Delivered,Debit Card,VIP,,3,False,True,Fall,2024,9
11701,2020-02-14,1915,2285,Electronics,East,67.86,5,25,5.43,1.96,58.28,Delivered,Debit Card,Basic,18,,True,True,Winter,2020,2
11702,2024-12-21,165,5271,Beauty,North,717.8,9,10,57.42,19.18,722.62,Cancelled,Cash,Premium,20,2,False,True,Winter,2024,12
11703,2022-11-14,4340,9423,Home,South,654.13,4,15,52.33,18.24,626.58,Delivered,Credit Card,Basic,,2,True,True,Fall,2022,11
11704,2020-07-22,3338,8752,Toys,South,2501.05,16,0,200.08,3.67,2704.8,Returned,Bank Transfer,Premium,26,4,False,True,Summer,2020,7
11705,2024-11-17,4185,4342,Furniture,East,2699.86,,20,215.99,26.03,2401.91,Pending,Debit Card,Standard,6,4,True,False,Fall,2024,11
11706,2024-05-18,642,,Sports,South,4018.63,13,20,321.49,30.8,3567.19,Shipped,Credit Card,Standard,5,3,True,False,Spring,2024,5
11707,2022-05-07,1762,6775,Beauty,West,1774.34,1,0,141.95,25.6,1941.89,Cancelled,Debit Card,Premium,2,2,False,False,Spring,2022,5
11708,2021-09-03,1343,7346,Clothing,East,3480.56,4,10,278.44,13.44,3424.38,Pending,PayPal,Standard,14,2,True,True,Fall,,9
11709,2024-07-08,4300,2208,Food,Central,4838.82,9,0,387.11,39.85,5265.78,Pending,Debit Card,Standard,17,5,False,False,Summer,2024,7
11710,2020-12-13,2674,5141,Beauty,South,234.96,9,5,18.8,26.74,268.75,Delivered,Bank Transfer,Premium,10,1,True,False,Winter,2020,12
11711,2021-06-28,1204,5980,Garden,Central,2251.02,5,20,180.08,9.7,1990.6,Delivered,Cash,Standard,25,3,False,False,Summer,2021,6
11712,2020-09-04,4049,4569,Books,South,,20,25,385.76,2.91,4005.19,Pending,Credit Card,Premium,25,3,True,True,Fall,2020,9
11713,2024-08-01,473,3851,Books,Central,4587.79,17,5,367.02,16.02,4741.44,Pending,Bank Transfer,VIP,,2,True,False,Summer,2024,8
11714,2023-01-02,3451,6194,Sports,Central,1974.82,13,25,157.99,34.55,1673.65,Returned,Debit Card,Basic,2,2,False,False,Winter,2023,1
11715,2022-01-09,1917,9373,Toys,South,2985.99,12,30,238.88,42.64,2371.71,Shipped,PayPal,Premium,20,3,True,False,Winter,2022,1
11716,2023-04-20,325,4184,Clothing,South,3054.63,13,0,244.37,42.13,3341.13,,Cash,Basic,6,5,False,True,Spring,2023,4
11717,2023-05-16,,8456,Garden,East,1646.68,2,20,131.73,,1473.57,Pending,Debit Card,Standard,7,4,False,False,Spring,2023,5
11718,2023-08-15,251,6437,Garden,East,4117.53,14,20,329.4,21.95,3645.37,Returned,Credit Card,Standard,14,,True,False,Summer,2023,8
11719,2023-12-25,3481,3365,Home,East,2023.62,1,5,161.89,33.79,2118.12,Pending,Bank Transfer,VIP,22,3,True,False,Winter,2023,12
11720,2024-02-11,1937,2624,Home,Central,3907.75,5,20,312.62,48.58,3487.4,Shipped,Debit Card,Basic,1,2,False,False,Winter,2024,2
11721,2021-11-06,2805,9009,Toys,South,,5,30,373.51,27.66,3669.41,Returned,Credit Card,Basic,12,3,True,False,Fall,2021,11
11722,2023-11-12,4116,6585,Sports,North,2606.49,8,5,208.52,21.33,2706.02,Shipped,Credit Card,Standard,28,1,False,True,Fall,2023,11
11723,2022-07-20,964,2242,Books,South,750.67,5,25,60.05,12.01,635.06,Returned,Debit Card,Basic,15,5,True,True,Summer,2022,7
11724,2021-07-24,3904,5024,Books,East,10662.03,15,30,273.19,39.48,7776.09,,Bank Transfer,Basic,24,3,False,False,Summer,2021,7
11725,2020-12-03,869,2996,Beauty,North,1727.49,4,30,138.2,20.63,1368.07,Pending,Credit Card,Basic,11,1,False,True,Winter,2020,12
11726,,4549,9093,Garden,South,931.07,10,20,74.49,16.1,835.45,Cancelled,PayPal,Standard,4,1,True,True,Summer,2022,6
11727,2021-11-10,2838,4030,Food,Central,1871.1,15,0,149.69,0.77,2021.56,Shipped,Bank Transfer,VIP,9,4,True,True,Fall,2021,11
11728,2021-03-26,1912,5515,Toys,North,850.68,17,30,68.05,16.53,680.06,Cancelled,Credit Card,VIP,8,,False,True,Spring,2021,3
11729,2022-06-27,4435,8991,Home,South,,7,5,81.62,7.22,1058.03,Returned,Credit Card,VIP,9,5,False,False,Summer,2022,6
11730,2024-09-05,3730,9081,Electronics,West,2273.03,4,20,181.84,22.87,2023.13,Returned,Bank Transfer,Standard,21,5,False,True,Fall,2024,9
11731,2023-08-23,4527,6343,Toys,North,1637.76,4,5,131.02,1.02,1687.91,Delivered,PayPal,Premium,14,5,False,True,Summer,2023,8
11732,2023-08-16,4241,5058,Food,Central,2262.44,8,30,181.0,49.45,1814.16,Pending,Debit Card,Standard,29,5,True,True,Summer,2023,8
11733,,4666,2338,Books,East,4306.57,3,5,344.53,27.03,4462.8,Cancelled,Credit Card,VIP,8,4,True,False,Winter,2021,12
11734,2020-04-13,4954,3118,Beauty,North,784.18,6,5,62.73,27.78,835.48,Delivered,Cash,VIP,16,4,False,True,Spring,2020,4
11735,2023-03-14,1383,4583,Sports,West,3799.45,17,15,303.96,25.42,3558.91,Cancelled,Cash,VIP,4,1,True,True,,2023,3
11736,2023-11-08,2087,4285,Electronics,West,4365.2,5,0,349.22,9.3,4723.72,Pending,Bank Transfer,Basic,18,1,True,False,Fall,2023,11
11737,2022-07-12,507,1815,Garden,East,4247.18,16,0,339.77,18.8,4605.75,Returned,Credit Card,VIP,4,3,False,False,Summer,2022,7
11738,2022-08-25,121,9926,Toys,South,4586.35,4,0,366.91,46.58,4999.84,Pending,Debit Card,Basic,15,4,False,True,Summer,2022,8
11739,2024-10-23,4701,3922,Garden,South,1909.54,8,5,152.76,2.39,1969.21,Returned,Credit Card,VIP,,5,True,False,Fall,2024,10
11740,2020-10-24,45,8963,Beauty,East,1133.38,14,20,90.67,35.19,1032.56,Returned,PayPal,Standard,21,1,False,True,Fall,2020,10
11741,2021-04-27,3659,1858,Food,North,1452.93,9,15,116.23,26.12,1377.34,Cancelled,Debit Card,Standard,,2,True,True,Spring,2021,4
11742,2023-10-10,2156,5481,Food,West,4979.2,14,25,398.34,43.7,4176.44,Returned,Debit Card,Standard,9,2,True,True,Fall,2023,10
11743,2024-12-12,567,9946,Garden,South,1922.35,8,5,153.79,7.85,1987.87,Returned,Debit Card,VIP,15,3,,True,Winter,2024,12
11744,2024-12-03,1916,6587,Sports,North,3779.44,16,10,302.36,18.05,,Pending,Debit Card,Premium,19,5,True,True,Winter,2024,12
11745,2023-05-12,545,7208,Clothing,South,913.87,7,5,73.11,34.98,976.27,Cancelled,PayPal,Basic,25,,False,False,Spring,2023,5
11746,2022-06-14,818,6423,Food,East,950.09,17,0,76.01,16.23,1042.33,Delivered,Debit Card,VIP,23,,False,False,Summer,2022,6
11747,2022-04-23,3368,7112,Sports,West,1205.32,10,30,96.43,14.58,954.73,Pending,Bank Transfer,Premium,15,2,True,True,Spring,2022,4
11748,,2093,4186,Books,South,2457.55,14,25,196.6,31.51,2071.27,Returned,Debit Card,VIP,20,1,False,True,Winter,2021,1
11749,2020-05-02,2795,6915,Furniture,Central,4108.06,7,30,328.64,22.82,3227.1,Delivered,PayPal,VIP,6,5,True,True,Spring,2020,5
11750,2023-09-28,882,2348,Books,South,2875.88,3,5,230.07,24.27,2986.43,Cancelled,Debit Card,VIP,23,5,True,False,Fall,2023,9
11751,2021-02-18,3445,1832,Books,South,3840.14,1,0,307.21,45.86,4193.21,Cancelled,Credit Card,Basic,16,,False,True,Winter,2021,2
11752,2021-05-01,3845,4580,Home,South,434.09,7,5,34.73,30.52,477.64,Shipped,PayPal,Premium,9,4,False,True,Spring,2021,5
11753,2020-02-14,2612,2148,Books,North,665.94,10,10,53.28,3.89,656.52,Shipped,Credit Card,Premium,25,2,False,,Winter,2020,2
11754,2024-10-20,2744,6675,Garden,Central,1956.87,7,5,156.55,38.85,2054.43,Pending,PayPal,Basic,22,2,False,True,Fall,2024,10
11755,2020-02-04,2696,7079,Clothing,North,637.1,12,25,50.97,7.39,536.19,Shipped,PayPal,Premium,15,5,True,True,Winter,2020,2
11756,2023-05-18,,1724,Furniture,West,2476.0,10,5,198.08,38.85,2589.13,Shipped,Debit Card,Standard,15,4,True,True,Spring,2023,5
11757,2024-07-26,3547,1831,Electronics,West,2614.24,16,25,,12.24,2182.06,Returned,Cash,Basic,24,5,False,False,Summer,2024,
11758,2022-01-14,4360,7072,Food,Central,4806.13,9,0,384.49,49.81,5240.43,Cancelled,Bank Transfer,Basic,16,1,True,False,Winter,2022,1
11759,2020-12-01,2537,3103,Clothing,East,23.64,11,20,1.89,6.56,27.36,Pending,Cash,Premium,6,1,False,True,Winter,2020,12
11760,2024-02-03,2042,5980,Home,East,,10,5,68.42,18.29,899.14,Shipped,Cash,Premium,29,5,False,False,Winter,2024,2
11761,,1578,7859,Clothing,East,1910.58,10,25,152.85,0.18,1585.96,Delivered,PayPal,Basic,15,5,,False,Fall,2021,11
11762,2023-01-28,2562,3133,Toys,West,1643.05,19,20,131.44,43.06,1488.94,Cancelled,Debit Card,,13,4,,False,Winter,2023,1
11763,2024-05-04,1646,4817,Food,West,3699.65,6,15,295.97,43.3,3483.97,Pending,Credit Card,Premium,5,5,True,False,Spring,2024,5
11764,2024-05-21,4633,1860,Home,East,868.86,7,30,69.51,7.56,685.27,Delivered,Cash,Premium,6,1,True,False,Spring,2024,5
11765,2021-08-31,2977,6262,Books,East,3562.48,12,10,285.0,14.12,3505.35,Shipped,PayPal,Standard,5,,True,True,Summer,2021,8
11766,2020-02-12,2737,3780,Clothing,South,2561.47,14,5,204.92,38.08,2676.4,Cancelled,Cash,Standard,25,2,True,True,Winter,2020,2
11767,2024-05-12,4848,7250,Garden,North,3279.84,18,10,262.39,12.85,3227.1,Cancelled,Debit Card,,14,1,True,False,Spring,2024,5
11768,2021-08-15,3962,5534,Furniture,South,2510.3,20,5,200.82,3.74,2589.35,Shipped,PayPal,Premium,,4,True,True,Summer,2021,8
11769,2024-03-13,1945,1749,Electronics,Central,4475.13,7,10,358.01,,4389.74,Cancelled,Bank Transfer,Basic,9,1,True,True,Spring,2024,3
11770,2021-02-07,4930,5871,Clothing,East,2529.77,4,0,202.38,42.94,2775.09,Pending,Bank Transfer,VIP,24,2,True,True,Winter,2021,2
11771,2024-06-25,801,1071,Toys,North,4491.94,1,15,359.36,12.01,4189.52,Returned,PayPal,,19,1,False,False,Summer,2024,6
11772,2023-12-22,2857,5517,Toys,South,2199.03,18,5,175.92,13.37,2278.37,Delivered,Credit Card,VIP,5,5,False,True,Winter,2023,12
11773,2024-02-14,744,4912,Food,South,3587.26,13,0,286.98,9.4,3883.64,Returned,Debit Card,Premium,22,3,True,False,Winter,2024,2
11774,2021-11-09,2543,5644,Beauty,Central,1029.87,3,30,82.39,36.73,840.03,Delivered,Debit Card,Standard,21,3,False,False,Fall,2021,11
11775,2021-06-13,4278,7305,Toys,South,1546.7,3,5,123.74,44.84,1637.94,Returned,Debit Card,Standard,29,3,,True,Summer,2021,6
11776,2022-08-20,3321,4937,Electronics,East,4538.15,2,25,363.05,38.25,3804.91,Returned,PayPal,Standard,10,4,True,True,Summer,2022,8
11777,2021-09-21,2717,3712,Electronics,Central,,1,10,132.68,5.73,1631.07,Returned,Debit Card,Basic,3,2,False,True,Fall,2021,9
11778,,4001,1409,Beauty,East,104.3,20,25,8.34,42.83,129.39,Shipped,Debit Card,Premium,10,1,False,True,Spring,2020,3
11779,2022-09-14,3515,6882,Electronics,Central,2246.24,10,15,179.7,5.96,2094.96,Cancelled,Credit Card,Basic,2,5,True,True,Fall,2022,9
11780,2023-09-23,4649,6571,Clothing,East,413.96,5,15,33.12,5.59,390.58,Returned,Bank Transfer,Standard,25,,True,False,Fall,2023,9
11781,2021-04-07,3553,6136,Electronics,East,2750.58,3,15,220.05,5.68,2563.72,Shipped,Credit Card,VIP,5,3,True,False,Spring,2021,4
11782,2022-12-11,4585,8896,Beauty,West,1295.43,9,20,103.63,6.12,1146.09,Pending,Credit Card,Basic,27,3,False,True,Winter,2022,12
11783,2021-03-09,3149,3215,Books,Central,3182.93,17,15,254.63,19.55,,Cancelled,,Standard,3,2,True,True,Spring,2021,3
11784,2020-02-11,3050,1861,Home,South,25217.41,4,0,69.03,38.67,25325.11,Shipped,Debit Card,VIP,18,3,True,True,Winter,2020,2
11785,2024-12-19,3134,8116,Electronics,Central,3277.13,2,0,262.17,3.66,3542.96,Pending,Cash,Basic,16,4,True,True,Winter,2024,12
11786,2023-05-20,460,9620,Toys,Central,1777.22,14,5,142.18,24.06,1854.6,Cancelled,Debit Card,Basic,28,1,False,True,Spring,2023,5
11787,2020-06-01,306,6066,Electronics,West,2355.76,19,10,188.46,25.64,2334.28,Pending,Credit Card,Basic,7,1,True,False,Summer,2020,6
11788,2023-12-26,1223,2559,Beauty,West,2151.27,11,25,172.1,10.4,,Cancelled,Credit Card,Premium,15,2,,True,Winter,2023,12
11789,2023-10-10,3210,7983,Sports,South,803.46,20,10,64.28,20.87,808.26,Pending,Debit Card,Standard,9,5,True,True,Fall,2023,10
11790,2022-03-03,905,8707,Toys,West,27.99,8,20,2.24,42.49,67.12,Returned,Debit Card,,23,1,False,False,Spring,2022,3
11791,2021-03-23,197,1482,Furniture,East,3446.46,10,15,275.72,15.78,3220.99,Returned,Credit Card,Standard,4,4,True,,Spring,2021,3
11792,2022-08-31,1850,5329,Clothing,North,3047.1,19,0,243.77,45.81,3336.68,Delivered,Cash,,29,3,False,True,Summer,,8
11793,2024-11-25,2292,4508,Sports,Central,852.55,11,0,68.2,27.58,948.33,Pending,Debit Card,Basic,15,2,False,False,Fall,2024,11
11794,2022-10-30,2376,4122,Electronics,North,818.03,7,5,65.44,30.73,873.3,Shipped,Credit Card,Standard,5,2,True,False,Fall,2022,10
11795,2022-01-18,2350,5191,Garden,Central,638.29,12,5,51.06,13.01,670.45,Shipped,Credit Card,Premium,16,3,True,False,Winter,2022,1
11796,2020-08-10,4706,5746,Clothing,South,2552.13,18,0,204.17,3.27,2759.57,Returned,Cash,Premium,8,5,True,True,Summer,2020,8
11797,2024-10-05,1655,6078,Beauty,East,232.67,10,5,18.61,3.36,243.01,Cancelled,Credit Card,Standard,8,3,True,True,Fall,2024,10
11798,2024-05-19,460,5420,Home,South,1025.3,8,0,82.02,10.92,1118.24,Pending,Bank Transfer,Basic,25,4,False,True,Spring,2024,5
11799,2023-05-09,4659,8988,Food,North,2651.5,8,10,212.12,26.87,2625.34,Cancelled,Cash,Standard,17,5,False,False,Spring,2023,5
11800,2023-02-11,2015,4783,Electronics,East,570.63,9,5,45.65,15.6,603.35,Cancelled,Credit Card,VIP,12,4,False,True,Winter,2023,2
11801,2022-05-01,1499,3991,Garden,North,4508.62,8,15,360.69,11.41,4204.43,Pending,Credit Card,Premium,4,4,False,True,Spring,2022,5
11802,2022-07-14,4761,2676,Garden,Central,3172.26,18,10,253.78,47.7,3156.51,Returned,PayPal,Premium,30,5,True,False,Summer,2022,7
11803,2020-12-15,2935,3653,Home,Central,1034.14,13,0,82.73,,1124.25,Delivered,Cash,VIP,4,,True,True,Winter,2020,12
11804,2024-12-30,1004,4244,Toys,South,456.99,4,10,36.56,36.34,484.19,Shipped,Debit Card,Basic,27,4,False,False,Winter,2024,12
11805,2024-06-11,,5089,Clothing,South,3744.66,6,20,299.57,46.97,3342.27,Cancelled,PayPal,Standard,25,5,True,True,Summer,2024,6
11806,2021-04-21,1950,4149,Garden,West,2529.33,2,0,202.35,,2778.28,Delivered,Debit Card,Premium,9,1,True,False,Spring,2021,4
11807,2020-05-06,2361,3008,Garden,North,3241.45,1,5,259.32,26.09,3364.79,Pending,Debit Card,Standard,9,4,False,False,Spring,2020,5
11808,2021-01-10,884,9776,Garden,Central,342.08,8,25,27.37,40.1,324.03,Cancelled,Debit Card,Standard,23,2,True,True,Winter,2021,1
7471,2022-08-01,503,2839,Books,South,3065.57,8,30,245.25,49.63,2440.78,Shipped,Debit Card,VIP,26,5,True,False,Summer,2022,8
11810,2021-05-17,4637,1427,Furniture,Central,2290.4,7,10,183.23,2.5,2247.09,Pending,PayPal,VIP,7,5,True,False,Spring,2021,5
11811,2020-04-04,1653,3461,Electronics,West,,15,20,131.96,41.72,1493.24,Pending,PayPal,Basic,,2,False,True,Spring,2020,4
11812,2024-10-25,1537,5297,Food,Central,322.6,15,5,25.81,18.68,350.96,Pending,PayPal,Basic,17,1,True,False,Fall,2024,10
11813,2020-11-01,2458,8948,Clothing,South,4908.93,7,30,392.71,44.06,3873.02,Delivered,PayPal,Standard,27,5,True,True,Fall,2020,11
11814,2021-11-29,2462,2499,Beauty,Central,218.68,20,10,17.49,11.54,225.84,Shipped,Cash,Premium,19,5,True,False,Fall,2021,11
11815,2021-02-02,2989,9841,Furniture,East,3691.35,10,30,295.31,0.99,2880.24,Delivered,Credit Card,Standard,2,2,False,True,Winter,2021,2
11816,2024-03-15,3687,1608,Food,West,3718.99,14,,297.52,28.64,3487.3,Delivered,Credit Card,VIP,12,1,False,True,Spring,2024,3
11817,2024-08-12,4400,8399,Food,West,,1,10,237.33,,2910.22,Returned,Bank Transfer,Premium,18,1,True,True,Summer,2024,8
11818,2020-01-22,2676,7169,Beauty,East,162.22,18,10,12.98,11.07,170.05,Shipped,Bank Transfer,VIP,19,,False,True,Winter,2020,1
11819,2023-07-01,3526,3860,Garden,South,4156.07,17,30,332.49,17.44,3259.18,Pending,Cash,Standard,10,4,False,False,Summer,2023,7
11820,2024-08-14,4167,7024,Toys,Central,3283.37,7,15,262.67,30.55,3084.08,Returned,PayPal,Standard,15,5,False,True,Summer,,8
11821,2021-10-29,2591,4747,Beauty,East,2443.44,18,25,195.48,41.98,2070.04,Returned,Cash,Premium,19,2,True,True,Fall,2021,10
11822,2024-09-16,2188,2349,Home,East,525.27,2,5,42.02,,586.39,Pending,Debit Card,Premium,27,3,True,True,Fall,2024,9
